Ticker,Sector,CUSIP,Related Tickers,Name,Exchange,Ticker Change Date,Last Updated,Industry,SIC,Currency,First Added,Location,Perma Ticker,Fama Industry,Delisted From,Prior Tickers,Is Foreign
AI,Financial,41356205,None,Arlington Asset Investment Corp.,NYSE,None,5/1/17,Mortgage Investment,6799,USD,9/21/15,"VIRGINIA, U.S.A",195470,Trading,None,None,N
AIG,Financial,"26,874,107,026,874,700",None,AMERICAN INTERNATIONAL GROUP INC,NYSE,None,6/14/17,Property & Casualty Insurance,6331,USD,12/9/14,"NEW YORK, U.S.A",199966,Insurance,None,None,N
AIII,Financial,"769900101,00489F106",RPI,ACRE REALTY INVESTORS INC,NYSEMKT,None,5/10/17,REIT - Diversified,6798,USD,1/20/16,"NEW YORK, U.S.A",197092,Trading,None,None,N
AIMC,Industrial Goods,02208R106,None,Altra Industrial Motion Corp.,NASDAQ,None,5/2/17,Industrial Electrical Equipment,3569,USD,10/28/14,"MASSACHUSETTS, U.S.A",194333,Machinery,None,None,N
AIMT,Healthcare,00900T107,None,"Aimmune Therapeutics, Inc.",NASDAQ,None,5/8/17,Biotechnology,2834,USD,4/15/16,"CALIFORNIA, U.S.A",157159,Pharmaceutical Products,None,None,N
AIN,Industrial Goods,12348108,None,ALBANY INTERNATIONAL CORP,NYSE,None,5/6/17,Textile Industrial,2221,USD,11/17/16,"NEW HAMPSHIRE, U.S.A",124624,Textiles,None,None,N
AINC,Services,44104107,None,Ashford Inc.,NYSEMKT,None,5/9/17,Business Services,8742,USD,3/22/16,"TEXAS, U.S.A",187786,Business Services,None,None,N
AINV,Financial,03761U106,None,APOLLO INVESTMENT CORP,NASDAQ,None,5/18/17,"Management Investment Offices, Open-En",6722,USD,9/22/15,"NEW YORK, U.S.A",195238,Trading,None,None,N
AIQ,Healthcare,"18,606,301,018,606,200",None,"Alliance HealthCare Services, Inc",NASDAQ,None,5/9/17,Medical Laboratories & Research,8071,USD,12/15/14,"CALIFORNIA, U.S.A",198307,Healthcare,None,None,N
AIR,Services,"000361105,001ESC102",None,AAR CORP,NYSE,None,3/22/17,Major Airlines,3720,USD,9/23/14,"ILLINOIS, U.S.A",199998,Aircraft,None,None,N
AIRG,None,00938A104,None,AIRGAIN INC,NASDAQ,None,5/12/17,None,3663,USD,3/23/17,"CALIFORNIA, U.S.A",124338,Electronic Equipment,None,None,N
AIRI,Industrial Goods,"044814200,00912N106,00912N205",ASHN,AIR INDUSTRIES GROUP,NYSEMKT,None,6/8/17,Aerospace/Defense Products & Services,3728,USD,12/22/14,"NEW YORK, U.S.A",197102,Aircraft,None,None,N
AIRT,Services,9207101,None,AIR T INC,NASDAQ,None,2/13/17,Air Delivery & Freight Services,4513,USD,12/3/14,"NORTH CAROLINA, U.S.A",199016,Shipping Containers,None,None,N
AIT,Industrial Goods,03820C105,None,APPLIED INDUSTRIAL TECHNOLOGIES INC,NYSE,None,4/28/17,Aerospace/Defense Products & Services,5080,USD,12/28/14,"OHIO, U.S.A",199193,Wholesale,None,None,N
AIV,Financial,"03748R101,03748R770",None,APARTMENT INVESTMENT & MANAGEMENT CO,NYSE,None,5/6/17,REIT - Residential,6798,USD,12/19/14,"COLORADO, U.S.A",197425,Trading,None,None,N
AIZ,Financial,04621X108,None,ASSURANT INC,NYSE,None,5/4/17,Accident & Health Insurance,6321,USD,10/9/14,"NEW YORK, U.S.A",195313,Insurance,None,None,N
AJG,Financial,363576109,None,GALLAGHER ARTHUR J & CO,NYSE,None,4/28/17,Insurance Brokers,6411,USD,9/30/14,"ILLINOIS, U.S.A",199009,Insurance,None,None,N
AJRD,Industrial Goods,"368,682,100,007,800,000",GY,"AEROJET ROCKETDYNE HOLDINGS, INC.",NYSE,9/8/15,5/8/17,Aerospace/Defense - Major Diversified,3760,USD,3/18/15,"CALIFORNIA, U.S.A",199682,Defense,None,GY,N
AJSB,Financial,1503101,None,"AJS Bancorp, Inc.",OTCMKTS,None,4/19/17,Credit Services,6021,USD,5/22/15,"ILLINOIS, U.S.A",191458,Banking,None,None,N
AJX,Financial,"38983D102,38983D300",None,Great Ajax Corp.,NYSE,None,5/4/17,REIT - Diversified,6798,USD,4/13/16,"OREGON, U.S.A",187689,Trading,None,None,N
AKAM,Technology,00971T101,None,AKAMAI TECHNOLOGIES INC,NASDAQ,None,5/9/17,Internet Information Providers,7389,USD,9/26/14,"MASSACHUSETTS, U.S.A",196336,Business Services,None,None,N
AKAO,Healthcare,4449104,None,Achaogen Inc,NASDAQ,None,5/8/17,Drug Manufacturers - Other,2834,USD,9/21/15,"CALIFORNIA, U.S.A",187566,Pharmaceutical Products,None,None,N
AKBA,Healthcare,00972D105,None,"Akebia Therapeutics, Inc.",NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,5/24/15,"MASSACHUSETTS, U.S.A",187429,Pharmaceutical Products,None,None,N
AKER,Healthcare,9.73E+104,None,"Akers Biosciences, Inc.",NYSE,None,5/16/17,Biotechnology,2835,USD,5/25/15,"NEW JERSEY, U.S.A",186449,Pharmaceutical Products,None,None,N
AKR,Financial,4239109,None,ACADIA REALTY TRUST,NYSE,None,5/2/17,Property Management,6798,USD,10/17/14,"NEW YORK, U.S.A",197649,Trading,None,None,N
AKRX,Healthcare,9728106,"AKRN,AKN",AKORN INC,NASDAQ,None,5/5/17,Drugs - Generic,2834,USD,9/23/14,"ILLINOIS, U.S.A",199988,Pharmaceutical Products,None,None,N
AKS,Basic Materials,1547108,None,AK STEEL HOLDING CORP,NYSE,None,4/28/17,Steel & Iron,3312,USD,12/11/14,"OHIO, U.S.A",197495,Steel Works Etc,None,None,N
AKTS,None,00973N102,None,"Akoustis Technologies, Inc.",NASDAQ,None,5/18/17,None,3661,USD,5/18/17,"NORTH CAROLINA, U.S.A",124146,Electronic Equipment,None,None,N
AL,Services,00912X302,None,AIR LEASE CORP,NYSE,None,5/5/17,Rental & Leasing Services,7359,USD,3/21/15,"CALIFORNIA, U.S.A",192978,Business Services,None,None,N
ALB,Industrial Goods,"12,653,101,010,231,200",None,ALBEMARLE CORP,NYSE,None,5/4/17,Specialty Chemicals,2821,USD,11/25/14,"NORTH CAROLINA, U.S.A",197514,Chemicals,None,None,N
ALBO,Healthcare,"09064M204,09064M105,01345P106",BIOD,"ALBIREO PHARMA, INC.",NASDAQ,11/19/16,5/11/17,Drug Manufacturers - Other,2834,USD,4/2/15,"CONNECTICUT, U.S.A",194870,Pharmaceutical Products,None,BIOD,N
ALCO,Consumer Goods,16230104,None,ALICO INC,NASDAQ,None,5/8/17,Farm Products,100,USD,9/4/15,"FLORIDA, U.S.A",199982,Agriculture,None,None,N
ALDR,Healthcare,14339105,None,ALDER BIOPHARMACEUTICALS INC,NASDAQ,None,4/27/17,Drug Manufacturers - Other,2834,USD,9/9/15,"WASHINGTON, U.S.A",187617,Pharmaceutical Products,None,None,N
ALDW,Basic Materials,02052T109,None,"Alon USA Partners, LP",NYSE,None,5/9/17,Independent Oil & Gas,2911,USD,5/7/15,"TEXAS, U.S.A",191775,Coal,None,None,N
ALDX,Healthcare,01438T106,None,"Aldeyra Therapeutics, Inc.",NASDAQ,None,5/15/17,Drug Manufacturers - Other,2834,USD,6/1/15,"MASSACHUSETTS, U.S.A",187793,Pharmaceutical Products,None,None,N
ALE,Utilities,"18,522,300,018,522,100",None,ALLETE INC,NYSE,None,5/4/17,Diversified Utilities,4931,USD,10/10/14,"MINNESOTA, U.S.A",199526,Utilities,None,None,N
ALEX,Financial,"14,491,104,014,482,100,000,000,000",None,"Alexander & Baldwin, Inc.",NYSE,None,5/6/17,Real Estate Development,6500,USD,10/7/14,"HAWAII, U.S.A",191956,Real Estate,None,None,N
ALG,Industrial Goods,11311107,None,ALAMO GROUP INC,NYSE,None,5/5/17,Farm & Construction Machinery,3523,USD,10/17/14,"TEXAS, U.S.A",197667,Machinery,None,None,N
ALGN,Healthcare,"16,255,101,162,551,000",None,ALIGN TECHNOLOGY INC,NASDAQ,None,5/5/17,Medical Appliances & Equipment,3842,USD,10/23/14,"CALIFORNIA, U.S.A",196200,Medical Equipment,None,None,N
ALGT,Services,01748X102,None,Allegiant Travel CO,NASDAQ,None,5/2/17,Regional Airlines,4512,USD,10/27/14,"NEVADA, U.S.A",194479,Shipping Containers,None,None,N
ALIM,Healthcare,16259103,None,ALIMERA SCIENCES INC,NASDAQ,None,5/11/17,Drug Manufacturers - Major,2834,USD,1/22/15,"GEORGIA, U.S.A",195308,Pharmaceutical Products,None,None,N
ALJ,Basic Materials,20520102,None,"Alon USA Energy, Inc.",NYSE,None,5/9/17,Oil & Gas Refining & Marketing,2911,USD,10/27/14,"TEXAS, U.S.A",194834,Coal,None,None,N
ALJJ,None,1627108,None,ALJ REGIONAL HOLDINGS INC,NASDAQ,None,5/12/17,None,7389,USD,1/15/17,"NEW YORK, U.S.A",124385,Business Services,None,None,N
ALK,Services,"11,659,109,116,591,000",None,"ALASKA AIR GROUP, INC.",NYSE,None,5/6/17,Regional Airlines,4512,USD,9/30/14,"WASHINGTON, U.S.A",198600,Shipping Containers,None,None,N
ALKS,Healthcare,"G01767105,01642T108,00B56GVS1,IE00B56G7",None,Alkermes plc.,NASDAQ,None,4/27/17,Drug Delivery,2834,USD,3/21/15,IRELAND,192358,Pharmaceutical Products,None,None,N
ALL,Financial,"20,002,101,200,021,000",None,ALLSTATE CORP,NYSE,None,5/2/17,Property & Casualty Insurance,6331,USD,9/29/14,"ILLINOIS, U.S.A",197653,Insurance,None,None,N
ALLE,Services,G0176J109,None,Allegion plc,NYSE,None,4/27/17,Security & Protection Services,7381,USD,3/23/15,IRELAND,191415,Business Services,None,None,N
ALLM,Services,01890B106,None,"ALLIANCE BIOENERGY PLUS, INC.",OTCMKTS,None,5/12/17,"Movie Production, Theaters",2860,USD,4/19/16,"FLORIDA, U.S.A",191912,Chemicals,None,None,N
ALLY,Financial,"36186C509,02005N100",None,Ally Financial Inc.,NYSE,None,5/4/17,Credit Services,6172,USD,5/26/15,"MICHIGAN, U.S.A",199684,Banking,None,None,N
ALN,Consumer Goods,27297100,None,American Lorain CORP,NYSEMKT,None,3/12/17,Processed & Packaged Goods,2030,USD,12/11/15,CHINA,196018,Food Products,None,None,N
ALNY,Healthcare,02043Q107,None,"ALNYLAM PHARMACEUTICALS, INC.",NASDAQ,None,5/6/17,Biotechnology,2834,USD,5/6/15,"MASSACHUSETTS, U.S.A",195538,Pharmaceutical Products,None,None,N
ALOG,Technology,32657207,None,ANALOGIC CORP,NASDAQ,None,6/7/17,Scientific & Technical Instruments,3825,USD,10/10/14,"MASSACHUSETTS, U.S.A",199957,Measuring and Control Equipment,None,None,N
ALOT,Technology,04638F108,None,"AstroNova, Inc.",NASDAQ,None,6/8/17,Computer Peripherals,3577,USD,12/3/14,"RHODE ISLAND, U.S.A",199934,Computers,None,None,N
ALPP,None,None,None,Alpine 4 Technologies Ltd.,OTCMKTS,None,5/25/17,None,3669,None,5/25/17,"ARIZONA, U.S.A",124135,Electronic Equipment,None,None,N
ALQA,Industrial Goods,"19,621,101,019,621,200",None,"Alliqua BioMedical, Inc.",NASDAQ,None,5/10/17,Diversified Machinery,3841,USD,11/23/15,"PENNSYLVANIA, U.S.A",196661,Medical Equipment,None,None,N
ALR,Healthcare,"01449J105,014495105",None,ALERE INC.,NYSE,None,6/14/17,Medical Laboratories & Research,2835,USD,10/1/14,"MASSACHUSETTS, U.S.A",195767,Pharmaceutical Products,None,None,N
ALRM,Technology,11642105,None,"Alarm.com Holdings, Inc.",NASDAQ,None,5/10/17,Application Software,7372,USD,3/22/16,"VIRGINIA, U.S.A",165506,Business Services,None,None,N
ALSK,Technology,01167P101,None,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,NASDAQ,None,5/6/17,Application Software,4813,USD,12/15/14,"ALASKA, U.S.A",196305,Communication,None,None,N
ALSN,Industrial Goods,01973R101,None,Allison Transmission Holdings Inc,NYSE,None,4/27/17,Auto Parts,3714,USD,10/2/14,"INDIANA, U.S.A",193837,Automobiles and Trucks,None,None,N
ALT,Healthcare,71714G102,PIP,"Altimmune, Inc.",NASDAQ,5/7/17,5/12/17,Drug Manufacturers - Other,2834,USD,9/18/15,"MARYLAND, U.S.A",194829,Pharmaceutical Products,None,PIP,N
ALV,Industrial Goods,"052800109,U0508X119",None,AUTOLIV INC,NYSE,None,4/28/17,Auto Parts,3714,USD,12/28/14,"UTAH, U.S.A",196892,Automobiles and Trucks,None,None,N
ALX,Financial,14752109,None,ALEXANDERS INC,NYSE,None,5/1/17,REIT - Retail,6798,USD,10/13/14,"NEW JERSEY, U.S.A",199983,Trading,None,None,N
ALXN,Healthcare,15351109,None,ALEXION PHARMACEUTICALS INC,NASDAQ,None,4/27/17,Biotechnology,2834,USD,9/29/14,"CONNECTICUT, U.S.A",197642,Pharmaceutical Products,None,None,N
AM,Basic Materials,03673L103,None,Antero Midstream Partners LP,NYSE,None,5/8/17,Oil & Gas Pipelines,4922,USD,3/21/15,"COLORADO, U.S.A",187705,Utilities,None,None,N
AMAG,Healthcare,00163U106,None,AMAG PHARMACEUTICALS INC.,NASDAQ,None,5/3/17,Diagnostic Substances,2834,USD,3/21/15,"MASSACHUSETTS, U.S.A",198475,Pharmaceutical Products,None,None,N
AMAT,Technology,"38,222,105,382,221,000",None,APPLIED MATERIALS INC,NYSE,None,5/25/17,Semiconductor Equipment & Materials,3674,USD,9/23/14,"CALIFORNIA, U.S.A",199948,Electronic Equipment,None,None,N
AMBA,Technology,"G037AX101,SB7KH3G61,00B7KH3G6",None,AMBARELLA INC,NASDAQ,None,6/8/17,Communication Equipment,3674,USD,11/6/14,"CALIFORNIA, U.S.A",195232,Electronic Equipment,None,None,N
AMBC,Financial,"23,139,884,023,139,100","ABK,ABKFQ",AMBAC FINANCIAL GROUP INC,NASDAQ,None,5/10/17,Surety & Title Insurance,6351,USD,9/9/15,"NEW YORK, U.S.A",197944,Insurance,None,None,N
AMBR,Services,02318Y108,None,"Amber Road, Inc.",NYSE,None,5/10/17,Business Services,7372,USD,5/24/15,"NEW JERSEY, U.S.A",187896,Business Services,None,None,N
AMC,Services,00165C104,None,"AMC ENTERTAINMENT HOLDINGS, INC.",NYSE,None,5/8/17,"Movie Production, Theaters",7830,USD,5/25/15,"KANSAS, U.S.A",186639,Entertainment,None,None,N
AMCX,Services,00164V103,None,AMC Networks Inc.,NASDAQ,None,5/4/17,Entertainment - Diversified,4841,USD,10/1/14,"NEW YORK, U.S.A",192459,Communication,None,None,N
AMD,Technology,7903107,None,ADVANCED MICRO DEVICES INC,NYSE,None,5/8/17,Semiconductor - Broad Line,3674,USD,10/30/14,"CALIFORNIA, U.S.A",199991,Electronic Equipment,None,None,N
AMDA,Services,"23,435,209,023,435,100",None,AMEDICA Corp,NASDAQ,None,4/19/17,Business Services,3841,USD,5/23/15,"UTAH, U.S.A",185485,Medical Equipment,None,None,N
AME,Industrial Goods,31100100,None,AMETEK INC,NYSE,None,5/8/17,Diversified Machinery,3621,USD,10/9/14,"PENNSYLVANIA, U.S.A",196855,Electrical Equipment,None,None,N
AMED,Healthcare,23436108,None,AMEDISYS INC,NASDAQ,None,5/3/17,Home Health Care,8082,USD,10/17/14,"LOUISIANA, U.S.A",197680,Healthcare,None,None,N
AMEH,Healthcare,"03763A108,03763A207",None,"Apollo Medical Holdings, Inc.",OTCMKTS,None,2/14/17,Specialized Health Services,8090,USD,11/25/16,"CALIFORNIA, U.S.A",124446,Healthcare,None,None,N
AMG,Financial,8252108,None,"AFFILIATED MANAGERS GROUP, INC.",NYSE,None,5/5/17,Asset Management,6282,USD,9/30/14,"FLORIDA, U.S.A",197149,Trading,None,None,N
AMGN,Healthcare,"31,162,100,311,621,000",None,AMGEN INC,NASDAQ,None,4/27/17,Biotechnology,2836,USD,9/24/14,"CALIFORNIA, U.S.A",199084,Pharmaceutical Products,None,None,N
AMH,Financial,"02665T306,02665T108",None,American Homes 4 Rent,NYSE,None,5/6/17,REIT - Diversified,6798,USD,4/5/15,"CALIFORNIA, U.S.A",191666,Trading,None,None,N
AMID,Basic Materials,02752P100,None,"American Midstream Partners, LP",NYSE,None,5/15/17,Oil & Gas Pipelines,4922,USD,4/5/15,"TEXAS, U.S.A",192488,Utilities,None,None,N
AMKR,Technology,31652100,None,"AMKOR TECHNOLOGY, INC.",NASDAQ,None,5/5/17,Semiconductor - Integrated Circuits,3674,USD,10/22/14,"ARIZONA, U.S.A",196735,Electronic Equipment,None,None,N
AMMA,None,18626101,None,"Alliance MMA, Inc.",NASDAQ,None,5/15/17,None,7990,USD,4/20/17,"NEW YORK, U.S.A",124214,Entertainment,None,None,N
AMN,Healthcare,1744101,AHS,AMN HEALTHCARE SERVICES INC,NYSE,12/1/16,5/5/17,Specialized Health Services,7363,USD,12/28/14,"CALIFORNIA, U.S.A",195789,Business Services,None,AHS,N
AMNB,Financial,27745108,None,AMERICAN NATIONAL BANKSHARES INC.,NASDAQ,None,5/8/17,Regional - Mid-Atlantic Banks,6021,USD,9/13/15,"VIRGINIA, U.S.A",198704,Banking,None,None,N
AMOT,Industrial Goods,19330109,None,ALLIED MOTION TECHNOLOGIES INC,NASDAQ,None,5/4/17,Industrial Electrical Equipment,3825,USD,10/31/14,"NEW YORK, U.S.A",199659,Measuring and Control Equipment,None,None,N
AMP,Financial,"03076C106,031897101",None,AMERIPRISE FINANCIAL INC,NYSE,None,5/3/17,Asset Management,6282,USD,10/9/14,"MINNESOTA, U.S.A",198293,Trading,None,None,N
AMPE,Healthcare,03209T109,None,"Ampio Pharmaceuticals, Inc.",NYSEMKT,None,5/12/17,Biotechnology,2834,USD,5/29/15,"COLORADO, U.S.A",193826,Pharmaceutical Products,None,None,N
AMPH,Healthcare,03209R103,None,"Amphastar Pharmaceuticals, Inc.",NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,9/9/15,"CALIFORNIA, U.S.A",187800,Pharmaceutical Products,None,None,N
AMRB,Financial,29326105,None,AMERICAN RIVER BANKSHARES,NASDAQ,None,5/7/17,Asset Management,6022,USD,1/11/15,"CALIFORNIA, U.S.A",196082,Banking,None,None,N
AMRC,Industrial Goods,2.36E+111,None,"Ameresco, Inc.",NYSE,None,5/2/17,General Contractors,1700,USD,5/19/15,"MASSACHUSETTS, U.S.A",192955,Construction,None,None,N
AMRI,Healthcare,12423109,None,ALBANY MOLECULAR RESEARCH INC,NASDAQ,None,5/10/17,Biotechnology,8731,USD,10/23/14,"NEW YORK, U.S.A",196551,Business Services,None,None,N
AMRK,Services,00181T107,None,"A-Mark Precious Metals, Inc.",NASDAQ,None,5/10/17,Jewelry Stores,5094,USD,3/23/16,"CALIFORNIA, U.S.A",189731,Wholesale,None,None,N
AMRN,Healthcare,23111206,None,AMARIN CORP PLC,NASDAQ,None,5/3/17,Drug Manufacturers - Other,2834,USD,5/22/15,IRELAND,197664,Pharmaceutical Products,None,None,N
AMRS,Industrial Goods,03236M101,None,"AMYRIS, INC.",NASDAQ,None,6/7/17,Specialty Chemicals,2860,USD,10/28/14,"CALIFORNIA, U.S.A",194440,Chemicals,None,None,N
AMS,Healthcare,29595105,None,AMERICAN SHARED HOSPITAL SERVICES,NYSEMKT,None,5/15/17,Medical Laboratories & Research,8071,USD,12/3/14,"CALIFORNIA, U.S.A",198687,Healthcare,None,None,N
AMSC,Technology,"30,111,108,030,111,200",None,AMERICAN SUPERCONDUCTOR CORP,NASDAQ,None,5/25/17,Diversified Electronics,3621,USD,10/16/14,"MASSACHUSETTS, U.S.A",197867,Electrical Equipment,None,None,N
AMSF,Financial,03071H100,None,AMERISAFE INC,NASDAQ,None,4/28/17,Property & Casualty Insurance,6331,USD,12/15/14,"LOUISIANA, U.S.A",197025,Insurance,None,None,N
AMSWA,Technology,29683109,None,AMERICAN SOFTWARE INC,NASDAQ,None,3/2/17,Application Software,7372,USD,1/29/15,"GEORGIA, U.S.A",198888,Business Services,None,None,N
AMT,Financial,"03027X100,029912201,029912AF9,299122010",None,AMERICAN TOWER CORP,NYSE,None,4/27/17,REIT - Diversified,6798,USD,10/9/14,"MASSACHUSETTS, U.S.A",196669,Trading,None,None,N
AMTD,Financial,"87236Y108,03072H109,03074K100",None,TD AMERITRADE HOLDING CORP,NYSE,None,5/8/17,Investment Brokerage - National,6211,USD,10/1/14,"NEBRASKA, U.S.A",195584,Trading,None,None,N
AMTX,Industrial Goods,"00770K103,00770K202",AEBF,"AEMETIS, INC",NASDAQ,None,5/11/17,Specialty Chemicals,2860,USD,11/23/15,"CALIFORNIA, U.S.A",198722,Chemicals,None,None,N
AMTY,Industrial Goods,03073V107,None,AMERITYRE CORP,OTCMKTS,None,5/10/17,Rubber & Plastics,3011,USD,12/2/14,"NEVADA, U.S.A",197248,Automobiles and Trucks,None,None,N
AMWD,Consumer Goods,30506109,None,AMERICAN WOODMARK CORP,NASDAQ,None,2/28/17,Home Furnishings & Fixtures,2430,USD,10/13/14,"VIRGINIA, U.S.A",198460,Construction Materials,None,None,N
AMZN,Services,"23,135,106,231,351,000",None,AMAZON COM INC,NASDAQ,None,4/28/17,Catalog & Mail Order Houses,5961,USD,9/26/14,"WASHINGTON, U.S.A",197029,Retail,None,None,N
AN,Services,05329W102,None,"AUTONATION, INC.",NYSE,None,4/25/17,Auto Dealerships,5500,USD,10/8/14,"FLORIDA, U.S.A",199047,Retail,None,None,N
ANAB,None,32724106,None,ANAPTYSBIO INC,NASDAQ,None,5/12/17,None,2834,USD,3/23/17,"CALIFORNIA, U.S.A",124336,Pharmaceutical Products,None,None,N
ANAT,Financial,28591105,None,AMERICAN NATIONAL INSURANCE CO,NASDAQ,None,5/8/17,Asset Management,6311,USD,12/15/14,"TEXAS, U.S.A",197629,Insurance,None,None,N
ANCB,Financial,32838104,None,Anchor Bancorp,NASDAQ,None,5/8/17,Money Center Banks,6036,USD,11/10/14,"WASHINGTON, U.S.A",193363,Banking,None,None,N
ANCX,Financial,4337101,None,ACCESS NATIONAL CORP,NASDAQ,None,5/19/17,Regional - Mid-Atlantic Banks,6035,USD,1/14/15,"VIRGINIA, U.S.A",195554,Banking,None,None,N
ANDA,Conglomerates,"G0441P112,G0441P104",ANDAU,Andina Acquisition Corp. II,NASDAQ,None,4/17/17,Conglomerates,6770,USD,3/5/17,"NEW YORK, U.S.A",124365,Trading,None,None,N
ANDE,Consumer Goods,34164103,None,"Andersons, Inc.",NASDAQ,None,5/6/17,Farm Products,5150,USD,3/24/15,"OHIO, U.S.A",198281,Wholesale,None,None,N
ANET,Technology,40413106,None,"Arista Networks, Inc.",NYSE,None,5/8/17,Business Software & Services,3576,USD,9/9/15,"CALIFORNIA, U.S.A",187524,Computers,None,None,N
ANF,Services,2896207,None,ABERCROMBIE & FITCH CO,NYSE,None,6/6/17,Apparel Stores,5651,USD,10/1/14,"OHIO, U.S.A",197028,Retail,None,None,N
ANFC,Basic Materials,09216Q103,None,"Black Ridge Oil & Gas, Inc.",OTCMKTS,None,5/6/17,Independent Oil & Gas,1311,USD,5/23/15,"MINNESOTA, U.S.A",192923,Coal,None,None,N
ANGI,Technology,34754101,None,"Angie's List, Inc.",NASDAQ,None,5/5/17,Internet Software & Services,7310,USD,10/29/14,"INDIANA, U.S.A",192891,Business Services,None,None,N
ANGO,Healthcare,03475V101,None,ANGIODYNAMICS INC,NASDAQ,None,4/3/17,Medical Instruments & Supplies,3841,USD,3/18/15,"NEW YORK, U.S.A",195261,Medical Equipment,None,None,N
ANH,Financial,37347101,None,ANWORTH MORTGAGE ASSET CORP,NYSE,None,5/6/17,REIT - Diversified,6798,USD,1/14/15,"CALIFORNIA, U.S.A",196728,Trading,None,None,N
ANIK,Healthcare,35255108,None,"Anika Therapeutics, Inc.",NASDAQ,None,5/5/17,Biotechnology,3841,USD,12/3/14,"MASSACHUSETTS, U.S.A",197656,Medical Equipment,None,None,N
ANIP,Healthcare,"00182C103,09065V302,09065V203","BPA,BPAX",ANI PHARMACEUTICALS INC,NASDAQ,None,5/5/17,Drug Manufacturers - Other,2834,USD,9/10/15,"MINNESOTA, U.S.A",196985,Pharmaceutical Products,None,None,N
ANSS,Technology,03662Q105,None,ANSYS INC,NASDAQ,None,5/5/17,Application Software,7372,USD,9/30/14,"PENNSYLVANIA, U.S.A",197076,Business Services,None,None,N
ANTH,Healthcare,"03674U201,03674U102,03674U300",None,Anthera Pharmaceuticals Inc,NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,4/3/15,"CALIFORNIA, U.S.A",194921,Pharmaceutical Products,None,None,N
ANTM,Healthcare,"94973V107,036752103",WLP,"Anthem, Inc.",NYSE,3/19/15,4/26/17,Health Care Plans,6324,USD,10/9/14,"INDIANA, U.S.A",195763,Insurance,None,WLP,N
AOBC,Industrial Goods,"831756101,02874P103",SWHC,AMERICAN OUTDOOR BRANDS CORP,NASDAQ,1/14/16,3/2/17,Aerospace/Defense Products & Services,3480,USD,9/9/15,"MASSACHUSETTS, U.S.A",196269,Defense,None,SWHC,N
AOI,Consumer Goods,"18,772,103,018,772,300",None,"ALLIANCE ONE INTERNATIONAL, INC.",NYSE,None,6/14/17,"Tobacco Products, Other",5150,USD,2/2/15,"NORTH CAROLINA, U.S.A",197293,Wholesale,None,None,N
AOLS,Healthcare,00765G109,None,"AEOLUS PHARMACEUTICALS, INC.",OTCMKTS,None,5/16/17,Drug Manufacturers - Other,2834,USD,12/7/16,"CALIFORNIA, U.S.A",124405,Pharmaceutical Products,None,None,N
AON,Financial,"G0408V102,037389103,SB5BT0K04",None,Aon plc,NYSE,None,5/9/17,Insurance Brokers,6411,USD,10/3/14,UNITED KINGDOM,199105,Insurance,None,None,N
